               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  24,            0.049721,            0.038477,          0.00090705,             0.54475,             0.48199,             0.48111,             0.21577,            0.052122,            0.022308,          0.00036903,           0.0096205,           0.0096205,           0.0096205
                  25,            0.049734,            0.038559,           0.0008942,             0.56682,             0.48021,              0.4985,             0.22017,            0.052332,            0.022265,          0.00046183,            0.009604,            0.009604,            0.009604
                  26,            0.049654,            0.038595,          0.00088268,             0.57023,              0.5029,             0.49974,              0.2217,            0.052255,            0.022212,          0.00035454,           0.0095875,           0.0095875,           0.0095875
                  27,            0.049267,            0.038587,          0.00083609,             0.55435,             0.50295,             0.49289,             0.21504,            0.052327,            0.022202,          0.00038804,            0.009571,            0.009571,            0.009571
                  28,            0.049667,            0.038852,          0.00091992,             0.59846,             0.51126,             0.51712,             0.22709,            0.051804,            0.022048,          0.00033804,           0.0095545,           0.0095545,           0.0095545
                  29,            0.048791,            0.038817,          0.00083939,             0.52218,             0.48864,             0.48071,             0.20889,             0.05219,            0.022241,          0.00039056,            0.009538,            0.009538,            0.009538
                  30,            0.048731,            0.038499,          0.00084518,             0.56432,             0.50381,             0.50988,             0.22415,            0.051972,            0.022221,          0.00033003,           0.0095215,           0.0095215,           0.0095215
                  31,            0.049139,            0.037872,          0.00079846,             0.55539,             0.49824,             0.50743,             0.23059,             0.05177,            0.022195,          0.00036537,            0.009505,            0.009505,            0.009505
                  32,            0.049012,            0.038649,          0.00082063,             0.55896,             0.49473,             0.50167,             0.22616,              0.0521,            0.022301,          0.00040486,           0.0094885,           0.0094885,           0.0094885
                  33,            0.048978,            0.038468,          0.00080773,             0.54037,             0.50848,              0.5037,              0.2224,            0.051842,            0.022257,          0.00040082,            0.009472,            0.009472,            0.009472
                  34,            0.048494,             0.03759,           0.0008471,             0.57735,             0.51321,             0.51569,             0.22918,            0.051743,             0.02234,          0.00035238,           0.0094555,           0.0094555,           0.0094555
                  35,            0.048121,            0.037581,          0.00090266,             0.58641,             0.49664,              0.5163,              0.2317,            0.051453,            0.022307,          0.00038506,            0.009439,            0.009439,            0.009439
                  36,            0.048876,            0.038417,           0.0008921,               0.553,             0.51608,             0.52058,             0.23941,            0.051358,            0.022254,          0.00030847,           0.0094225,           0.0094225,           0.0094225
                  37,            0.048006,             0.03763,          0.00078704,             0.62027,             0.49329,             0.52374,             0.23654,            0.051555,            0.022219,          0.00034054,            0.009406,            0.009406,            0.009406
                  38,            0.048174,              0.0374,          0.00076168,             0.54312,             0.56755,             0.53372,             0.24148,            0.051276,            0.022024,          0.00030128,           0.0093895,           0.0093895,           0.0093895
                  39,            0.048224,            0.037599,          0.00081659,             0.57061,             0.53275,             0.52985,             0.23807,            0.051421,            0.021933,          0.00026894,            0.009373,            0.009373,            0.009373
                  40,            0.047946,            0.038034,          0.00081188,             0.64273,              0.4916,             0.53178,             0.24432,            0.051371,            0.022195,          0.00034872,           0.0093565,           0.0093565,           0.0093565
                  41,            0.047746,            0.037137,           0.0007675,             0.59218,             0.51644,             0.52439,              0.2443,            0.051145,            0.022191,          0.00034026,             0.00934,             0.00934,             0.00934
                  42,            0.047655,            0.037237,          0.00074734,             0.60528,             0.54179,             0.54646,             0.24912,            0.050999,            0.022043,          0.00032597,           0.0093235,           0.0093235,           0.0093235
                  43,             0.04823,            0.037635,          0.00068477,             0.58848,             0.51861,             0.52807,             0.24226,               0.051,            0.022187,           0.0003162,            0.009307,            0.009307,            0.009307
                  44,            0.047572,            0.037332,          0.00075498,             0.59867,             0.52566,             0.54109,             0.24722,            0.050794,            0.022188,          0.00032462,           0.0092905,           0.0092905,           0.0092905
                  45,            0.047462,            0.036994,           0.0007306,             0.60001,              0.5332,             0.54584,             0.25352,             0.05098,             0.02208,          0.00034742,            0.009274,            0.009274,            0.009274
                  46,            0.047161,            0.037452,          0.00071903,             0.59086,              0.5495,             0.55303,             0.25832,             0.05089,            0.022013,           0.0002734,           0.0092575,           0.0092575,           0.0092575
                  47,            0.047623,            0.036444,          0.00072366,             0.60358,             0.54112,             0.54242,             0.25411,            0.050828,            0.022311,           0.0003319,            0.009241,            0.009241,            0.009241
                  48,            0.047404,            0.037832,          0.00076577,             0.61039,               0.546,             0.55841,             0.25882,            0.050951,            0.022051,          0.00029578,           0.0092245,           0.0092245,           0.0092245
                  49,            0.047593,            0.037719,          0.00072747,             0.63033,              0.5312,             0.56673,             0.26281,            0.050987,            0.021967,          0.00028944,            0.009208,            0.009208,            0.009208
                  50,             0.04752,            0.036971,          0.00074742,             0.61423,             0.54566,             0.55798,             0.25764,            0.050806,            0.022089,          0.00030713,           0.0091915,           0.0091915,           0.0091915
                  51,            0.047386,            0.037102,          0.00073089,             0.61207,             0.53894,             0.55924,             0.26152,            0.050656,            0.022147,          0.00030248,            0.009175,            0.009175,            0.009175
                  52,            0.047272,            0.037142,          0.00067936,             0.58337,             0.55355,             0.55735,             0.26015,            0.050805,            0.022235,          0.00031667,           0.0091585,           0.0091585,           0.0091585
                  53,            0.046908,            0.036983,          0.00063789,             0.60576,             0.54976,             0.56182,             0.26311,            0.050639,            0.022214,          0.00030792,            0.009142,            0.009142,            0.009142
                  54,            0.047029,            0.036877,          0.00068822,             0.61962,             0.53993,             0.57049,             0.26674,            0.050596,            0.022103,          0.00026554,           0.0091255,           0.0091255,           0.0091255
                  55,            0.046803,            0.036652,          0.00068374,             0.62475,             0.55275,               0.575,             0.26836,            0.050544,            0.022178,          0.00027882,            0.009109,            0.009109,            0.009109
                  56,            0.047025,            0.036599,          0.00073633,             0.60046,              0.5625,             0.56765,             0.26545,            0.050632,             0.02215,          0.00029222,           0.0090925,           0.0090925,           0.0090925
                  57,            0.046741,            0.036514,          0.00069597,              0.6087,             0.56589,             0.56661,             0.26421,            0.050429,             0.02211,          0.00027036,            0.009076,            0.009076,            0.009076
                  58,            0.046801,            0.036297,          0.00062181,             0.61196,             0.55672,             0.56604,             0.26519,             0.05048,             0.02204,          0.00026485,           0.0090595,           0.0090595,           0.0090595
                  59,            0.046241,            0.035807,          0.00065658,             0.60394,             0.54739,             0.56476,             0.26629,            0.050545,            0.022162,          0.00026494,            0.009043,            0.009043,            0.009043
                  60,            0.046358,            0.036941,           0.0006652,             0.56504,             0.55905,             0.56063,             0.26724,            0.050554,            0.022184,          0.00026547,           0.0090265,           0.0090265,           0.0090265
                  61,            0.046617,            0.036418,          0.00068364,             0.59672,             0.54631,              0.5652,             0.26705,            0.050638,            0.022238,          0.00028302,             0.00901,             0.00901,             0.00901
                  62,            0.046371,            0.036061,          0.00069918,             0.60491,             0.55013,              0.5605,             0.26548,            0.050569,            0.022361,          0.00026002,           0.0089935,           0.0089935,           0.0089935
                  63,            0.046498,            0.036512,          0.00062257,             0.59057,             0.56027,             0.56075,             0.26798,            0.050505,            0.022318,          0.00028758,            0.008977,            0.008977,            0.008977
                  64,            0.046366,            0.036357,          0.00062355,             0.60412,             0.54983,             0.55917,             0.26919,            0.050566,            0.022297,          0.00028384,           0.0089605,           0.0089605,           0.0089605
                  65,            0.046449,            0.036695,           0.0006716,             0.59404,             0.55436,             0.56233,             0.26846,            0.050611,            0.022304,          0.00027545,            0.008944,            0.008944,            0.008944
                  66,            0.046266,            0.036283,           0.0006432,             0.60309,             0.54111,             0.56373,             0.26994,            0.050608,            0.022215,          0.00027153,           0.0089275,           0.0089275,           0.0089275
                  67,            0.046105,             0.03631,          0.00060234,             0.59127,             0.56652,             0.56695,             0.27157,            0.050629,            0.022256,          0.00025457,            0.008911,            0.008911,            0.008911
                  68,            0.046293,            0.036085,          0.00065899,             0.59814,             0.56774,             0.56695,             0.27152,             0.05066,            0.022217,          0.00024841,           0.0088945,           0.0088945,           0.0088945
                  69,            0.046007,            0.035985,          0.00064128,             0.60874,             0.55721,              0.5651,             0.27106,            0.050629,            0.022252,          0.00024255,            0.008878,            0.008878,            0.008878
                  70,            0.045844,            0.036203,          0.00062954,             0.60493,             0.56176,             0.56347,             0.27111,            0.050602,             0.02225,          0.00024286,           0.0088615,           0.0088615,           0.0088615
                  71,            0.046034,            0.035666,          0.00067719,             0.60697,             0.56524,             0.56396,             0.27139,            0.050642,            0.022294,          0.00025659,            0.008845,            0.008845,            0.008845
                  72,             0.04536,            0.035331,          0.00060117,             0.59186,             0.58057,             0.56193,             0.27144,            0.050605,            0.022275,          0.00025258,           0.0088285,           0.0088285,           0.0088285
                  73,            0.045327,            0.035551,          0.00060206,             0.58534,             0.58503,             0.56117,              0.2705,            0.050585,            0.022273,          0.00024636,            0.008812,            0.008812,            0.008812
                  74,            0.045956,            0.035815,           0.0006089,             0.59591,             0.56798,             0.56015,             0.27025,            0.050547,            0.022237,          0.00024291,           0.0087955,           0.0087955,           0.0087955
                  75,            0.045588,            0.035838,           0.0006019,             0.59659,             0.56613,             0.56255,             0.27161,            0.050538,            0.022253,          0.00024689,            0.008779,            0.008779,            0.008779
                  76,            0.045465,            0.035752,          0.00063379,             0.58294,             0.58136,             0.56561,             0.27271,            0.050498,            0.022257,          0.00024359,           0.0087625,           0.0087625,           0.0087625
                  77,            0.045483,            0.035558,          0.00061827,             0.57343,             0.59172,             0.56439,              0.2718,            0.050512,            0.022336,          0.00024608,            0.008746,            0.008746,            0.008746
                  78,            0.045536,            0.035725,          0.00064374,              0.5864,             0.58538,              0.5657,              0.2716,             0.05052,            0.022367,          0.00025233,           0.0087295,           0.0087295,           0.0087295
                  79,            0.045361,            0.035469,           0.0006813,             0.60422,             0.57544,             0.56335,             0.27088,            0.050487,             0.02236,          0.00025132,            0.008713,            0.008713,            0.008713
                  80,            0.045335,             0.03526,           0.0006652,               0.607,             0.58039,             0.56191,             0.27009,            0.050499,            0.022365,          0.00024908,           0.0086965,           0.0086965,           0.0086965
                  81,             0.04532,            0.035633,          0.00057466,             0.61094,             0.57503,             0.56253,             0.26936,            0.050474,            0.022374,          0.00025158,             0.00868,             0.00868,             0.00868
                  82,             0.04566,            0.035343,          0.00053958,             0.60696,             0.56991,             0.56294,             0.26929,            0.050469,            0.022374,          0.00025044,           0.0086635,           0.0086635,           0.0086635
                  83,            0.045391,            0.035974,          0.00060094,             0.60616,             0.57022,             0.56293,             0.26935,            0.050479,            0.022373,          0.00025244,            0.008647,            0.008647,            0.008647
                  84,            0.045133,            0.035083,          0.00060205,             0.61036,             0.57855,             0.56504,             0.27019,            0.050491,            0.022378,          0.00025348,           0.0086305,           0.0086305,           0.0086305
                  85,            0.045354,            0.035403,          0.00055834,             0.60253,             0.57997,             0.56516,             0.27056,            0.050505,            0.022366,          0.00025222,            0.008614,            0.008614,            0.008614
                  86,            0.045113,            0.035666,          0.00064054,             0.60556,             0.58174,             0.56468,             0.27115,            0.050551,            0.022372,          0.00025113,           0.0085975,           0.0085975,           0.0085975
                  87,            0.044984,            0.035728,          0.00059876,             0.59938,             0.57737,             0.56112,             0.27074,             0.05055,            0.022373,          0.00025247,            0.008581,            0.008581,            0.008581
                  88,            0.045021,            0.035181,          0.00057444,             0.60963,             0.57122,             0.56149,             0.27187,            0.050568,            0.022386,          0.00025517,           0.0085645,           0.0085645,           0.0085645
                  89,            0.045238,            0.035184,          0.00066098,             0.60757,             0.57457,             0.56077,             0.27212,            0.050563,            0.022395,          0.00025563,            0.008548,            0.008548,            0.008548
                  90,            0.044743,            0.035044,          0.00062542,             0.61496,             0.57291,             0.56192,             0.27254,             0.05057,            0.022404,           0.0002541,           0.0085315,           0.0085315,           0.0085315
                  91,            0.045008,            0.034659,          0.00058496,             0.61083,             0.57303,             0.56271,             0.27226,            0.050567,            0.022423,          0.00025461,            0.008515,            0.008515,            0.008515
                  92,             0.04477,            0.035466,          0.00053663,             0.61382,             0.57243,             0.56272,             0.27226,            0.050557,            0.022442,           0.0002559,           0.0084985,           0.0084985,           0.0084985
                  93,            0.044885,            0.035241,           0.0006078,             0.61344,             0.56617,             0.56344,             0.27286,            0.050542,            0.022446,          0.00025369,            0.008482,            0.008482,            0.008482
                  94,            0.044821,            0.034973,          0.00056413,             0.60759,             0.57574,             0.56336,             0.27389,            0.050533,            0.022453,           0.0002522,           0.0084655,           0.0084655,           0.0084655
                  95,            0.044629,            0.034819,          0.00054298,              0.6098,             0.57601,             0.56414,             0.27386,            0.050542,            0.022458,          0.00025162,            0.008449,            0.008449,            0.008449
                  96,            0.044751,            0.035029,          0.00059157,             0.61477,               0.572,             0.56449,             0.27431,            0.050543,             0.02247,          0.00025167,           0.0084325,           0.0084325,           0.0084325
                  97,            0.044615,            0.034357,          0.00059924,             0.61457,             0.57342,             0.56436,             0.27454,            0.050537,            0.022485,          0.00025132,            0.008416,            0.008416,            0.008416
                  98,             0.04451,            0.035206,           0.0005903,             0.61409,             0.57787,             0.56458,             0.27433,            0.050522,              0.0225,          0.00025171,           0.0083995,           0.0083995,           0.0083995
                  99,            0.044641,            0.035041,          0.00054843,             0.61564,             0.57555,             0.56492,             0.27484,            0.050508,             0.02251,          0.00025229,            0.008383,            0.008383,            0.008383
                 100,            0.044493,            0.034379,          0.00055272,             0.62054,             0.57525,             0.56576,             0.27593,             0.05053,            0.022517,          0.00025218,           0.0083665,           0.0083665,           0.0083665
                 101,            0.044574,            0.035058,          0.00057249,             0.61504,             0.57758,             0.56579,              0.2755,             0.05053,            0.022522,          0.00025026,             0.00835,             0.00835,             0.00835
                 102,            0.044343,            0.034714,          0.00061646,             0.61454,             0.57841,             0.56519,              0.2757,            0.050533,            0.022525,          0.00024893,           0.0083335,           0.0083335,           0.0083335
                 103,            0.044364,            0.035083,          0.00052721,             0.61349,             0.58158,             0.56586,             0.27644,            0.050536,            0.022531,          0.00025044,            0.008317,            0.008317,            0.008317
